group	accession	protein_length	double_core	repeat1	repeat1_i_evalue	repeat2	repeat2_i_evalue
CMD-like	tr|A0A9X1MH82|A0A9X1MH82_9BACT	122	0				
CMD-like	tr|A0A9X1MQM4|A0A9X1MQM4_9BACT	181	0				
CMD-like	tr|A0A9X1NKE4|A0A9X1NKE4_9ACTN	155	0				
CMD-like	tr|A0A9X1PV83|A0A9X1PV83_STRM4	170	0				
CMD-like	tr|A0A9X1QKK7|A0A9X1QKK7_9SPHN	136	0				
CMD-like	tr|A0A9X1RKK9|A0A9X1RKK9_9BURK	126	0				
CMD-like	tr|A0A9X1RKZ4|A0A9X1RKZ4_9BURK	191	0				
CMD-like	tr|A0A9X1S255|A0A9X1S255_9MICO	158	0				
CMD-like	tr|A0A9X1T2A7|A0A9X1T2A7_9HYPH	173	0				
CMD-like	tr|A0A9X1TW40|A0A9X1TW40_9SPHN	149	0				
CMD-like	tr|A0A9X1UFX1|A0A9X1UFX1_9BURK	178	0				
CMD-like	tr|A0A9X1VGH8|A0A9X1VGH8_9BACT	139	0				
CMD-like	tr|A0A9X1W2C9|A0A9X1W2C9_9GAMM	134	0				
CMD-like	tr|A0A9X1YG54|A0A9X1YG54_9BURK	175	0				
CMD-like	tr|A0A9X2BY00|A0A9X2BY00_9BURK	146	0				
CMD-like	tr|A0A9X2BYG4|A0A9X2BYG4_9BURK	150	0				
CMD-like	tr|A0A9X2DPB3|A0A9X2DPB3_9BACI	156	0				
CMD-like	tr|A0A9X2DVE6|A0A9X2DVE6_9MICO	138	0				
CMD-like	tr|A0A9X2E982|A0A9X2E982_9NOCA	190	0				
CMD-like	tr|A0A9X2ECC9|A0A9X2ECC9_9NOCA	148	0				
CMD-like	tr|A0A9X2EHB8|A0A9X2EHB8_9NOCA	184	0				
CMD-like	tr|A0A9X2EPU7|A0A9X2EPU7_9GAMM	180	0				
CMD-like	tr|A0A9X2F5S1|A0A9X2F5S1_9SPHI	156	0				
CMD-like	tr|A0A9X2FJX6|A0A9X2FJX6_9BACT	185	0				
CMD-like	tr|A0A9X2FS25|A0A9X2FS25_9RHOB	180	0				
CMD-like	tr|A0A9X2INP7|A0A9X2INP7_9BACI	125	0				
CMD-like	tr|A0A9X2J1E8|A0A9X2J1E8_9SPHN	146	0				
CMD-like	tr|A0A9X2MX50|A0A9X2MX50_9BACL	150	0				
CMD-like	tr|A0A9X2N8E1|A0A9X2N8E1_9PSEU	182	0				
CMD-like	tr|A0A9X2PCG4|A0A9X2PCG4_9HYPH	163	0				
CMD-like	tr|A0A9X2RIJ7|A0A9X2RIJ7_9PROT	161	0				
CMD-like	tr|A0A9X2RT71|A0A9X2RT71_STRMQ	197	0				
CMD-like	tr|A0A9X2VM51|A0A9X2VM51_9PSEU	150	0				
CMD-like	tr|A0A9X2VTA8|A0A9X2VTA8_9PSEU	178	0				
CMD-like	tr|A0A9X2XBL4|A0A9X2XBL4_9HYPH	153	0				
CMD-like	tr|A0A9X3AGJ9|A0A9X3AGJ9_9PSEU	188	0				
CMD-like	tr|A0A9X3BAN9|A0A9X3BAN9_9HYPH	147	0				
CMD-like	tr|A0A9X3BXX3|A0A9X3BXX3_9MYCO	185	0				
CMD-like	tr|A0A9X3J2B1|A0A9X3J2B1_9BACT	143	0				
CMD-like	tr|A0A9X3LTM0|A0A9X3LTM0_9CORY	161	0				
CMD-like	tr|A0A9X3MN59|A0A9X3MN59_9ACTN	156	0				
CMD-like	tr|A0A9X3MT76|A0A9X3MT76_9ACTN	155	0				
CMD-like	tr|A0A9X3MUC6|A0A9X3MUC6_9ACTN	158	0				
CMD-like	tr|A0A9X3MXT7|A0A9X3MXT7_9ACTN	197	0				
CMD-like	tr|A0A9X3MYR2|A0A9X3MYR2_9ACTN	196	0				
CMD-like	tr|A0A9X3N1E9|A0A9X3N1E9_9ACTN	127	0				
CMD-like	tr|A0A9X3N4V3|A0A9X3N4V3_9ACTN	182	0				
CMD-like	tr|A0A9X3N5V3|A0A9X3N5V3_9ACTN	154	0				
CMD-like	tr|A0A9X3NG34|A0A9X3NG34_9ACTN	180	0				
CMD-like	tr|A0A9X3NL41|A0A9X3NL41_9ACTN	143	0				
CMD-like	tr|A0A9X3P1C3|A0A9X3P1C3_9ACTN	154	0				
CMD-like	tr|A0A9X3P8G6|A0A9X3P8G6_9ACTN	129	0				
CMD-like	tr|A0A9X3RF56|A0A9X3RF56_9CORY	183	0				
CMD-like	tr|A0A9X3XBP2|A0A9X3XBP2_9BACT	152	0				
CMD-like	tr|A0A9X3ZH86|A0A9X3ZH86_9HYPH	147	0				
CMD-like	tr|A0A9X4BKI4|A0A9X4BKI4_9GAMM	180	0				
CMD-like	tr|A0A9X4L378|A0A9X4L378_9STAP	146	0				
CMD-like	tr|A0A9X4LL88|A0A9X4LL88_9BURK	149	0				
CMD-like	tr|A0A9X4M1K6|A0A9X4M1K6_9ACTN	178	0				
CMD-like	tr|A0A9X4QQ20|A0A9X4QQ20_9BACL	154	0				
CMD-like	tr|A0A9X4SCT2|A0A9X4SCT2_9BURK	134	0				
CMD-like	tr|A0A9X4YBH2|A0A9X4YBH2_9GAMM	175	0				
CMD-like	tr|A0A9X5HAW4|A0A9X5HAW4_9ACTN	202	0				
CMD-like	tr|A0A9X7JIY6|A0A9X7JIY6_9ACTN	164	0				
CMD-like	tr|A0A9X7VXH6|A0A9X7VXH6_9BACL	130	0				
CMD-like	tr|A0A9X7W2Y4|A0A9X7W2Y4_9BACL	123	0				
CMD-like	tr|A0A9X8D809|A0A9X8D809_9BURK	200	0				
CMD-like	tr|A0A9X9S369|A0A9X9S369_METOG	153	0				
CMD-like	tr|A0A9X9S5I4|A0A9X9S5I4_METOG	135	0				
CMD-like	tr|A0A9X9S5X3|A0A9X9S5X3_METOG	134	0				
CMD-like	tr|A0A9X9WVF7|A0A9X9WVF7_9PROT	144	0				
CMD-like	tr|A0A9X9X9Z1|A0A9X9X9Z1_9PROT	149	0				
CMD-like	tr|A0A9X9XH04|A0A9X9XH04_9PROT	182	0				
CMD-like	tr|A0A9Y2ILN8|A0A9Y2ILN8_9PSEU	160	0				
CMD-like	tr|A0A9Y2IQK6|A0A9Y2IQK6_9PSEU	151	0				
CMD-like	tr|A0AA35QV10|A0AA35QV10_GEOBA	129	0				
CMD-like	tr|A0AA35QYT0|A0AA35QYT0_GEOBA	130	0				
CMD-like	tr|A0AA35R544|A0AA35R544_GEOBA	195	0				
CMD-like	tr|A0AA35SWZ9|A0AA35SWZ9_GEOBA	187	0				
CMD-like	tr|A0AA35TGQ8|A0AA35TGQ8_GEOBA	157	0				
CMD-like	tr|A0AA35XEP1|A0AA35XEP1_GEOBA	124	0				
CMD-like	tr|A0AA36FNB4|A0AA36FNB4_9BILA	129	0				
CMD-like	tr|A0AA37NZI7|A0AA37NZI7_9PEZI	135	0				
CMD-like	tr|A0AA37UQS9|A0AA37UQS9_9MYCO	169	0				
CMD-like	tr|A0AA38W3L4|A0AA38W3L4_9PEZI	192	0				
CMD-like	tr|A0AA38YB83|A0AA38YB83_9EURO	201	0				
CMD-like	tr|A0AA39TJ93|A0AA39TJ93_9PEZI	205	0				
CMD-like	tr|A0AA40AID9|A0AA40AID9_9PEZI	150	0				
CMD-like	tr|A0AA40VPL0|A0AA40VPL0_9MICO	193	0				
CMD-like	tr|A0AA41PWA2|A0AA41PWA2_9ACTN	172	0				
CMD-like	tr|A0AA41Q677|A0AA41Q677_9ACTN	167	0				
CMD-like	tr|A0AA41QP58|A0AA41QP58_9HYPH	154	0				
CMD-like	tr|A0AA41R4R1|A0AA41R4R1_9BACT	178	0				
CMD-like	tr|A0AA41R8G5|A0AA41R8G5_9BACT	130	0				
CMD-like	tr|A0AA41U973|A0AA41U973_9MICO	138	0				
CMD-like	tr|A0AA41UDZ8|A0AA41UDZ8_9HYPH	157	0				
CMD-like	tr|A0AA41WC18|A0AA41WC18_9BACT	157	0				
CMD-like	tr|A0AA41YKT3|A0AA41YKT3_9PROT	131	0				
CMD-like	tr|A0AA41YSE5|A0AA41YSE5_9PROT	142	0				
CMD-like	tr|A0AA42CHN0|A0AA42CHN0_9PROT	143	0				
CMD-like	tr|A0AA42CP43|A0AA42CP43_9HYPH	180	0				
CMD-like	tr|A0AA43Q515|A0AA43Q515_9GAMM	129	0				
CMD-like	tr|A0AA43TM53|A0AA43TM53_9GAMM	130	0				
CMD-like	tr|A0AA44ICP5|A0AA44ICP5_STRE0	184	0				
CMD-like	tr|A0AA46ADS9|A0AA46ADS9_9AQUI	127	0				
CMD-like	tr|A0AA46TKE0|A0AA46TKE0_9ACTN	146	0				
CMD-like	tr|A0AA46TNC6|A0AA46TNC6_9ACTN	158	0				
CMD-like	tr|A0AA48W9C1|A0AA48W9C1_9BURK	144	0				
CMD-like	tr|A0AA51R2U6|A0AA51R2U6_9GAMM	188	0				
CMD-like	tr|A0AA52EFX5|A0AA52EFX5_9PROT	183	0				
CMD-like	tr|A0AA86JFT2|A0AA86JFT2_9BURK	134	0				
CMD-like	tr|A0AA86N2Q0|A0AA86N2Q0_9BACT	191	0				
CMD-like	tr|A0AA89BT60|A0AA89BT60_PINIB	135	0				
CMD-like	tr|A0AA91U3Q3|A0AA91U3Q3_9GAMM	151	0				
CMD-like	tr|A0AA96GMR7|A0AA96GMR7_9BACT	182	0				
CMD-like	tr|A0AA96J8K8|A0AA96J8K8_9MICO	184	0				
CMD-like	tr|A0AA96LBW6|A0AA96LBW6_9BACL	125	0				
CMD-like	tr|A0AA96V2R5|A0AA96V2R5_9EURY	132	0				
CMD-like	tr|A0AA97FAZ5|A0AA97FAZ5_9EURY	137	0				
CMD-like	tr|A0AA97FFR0|A0AA97FFR0_9MICO	153	0				
CMD-like	tr|A0AA97LZD8|A0AA97LZD8_9ACTN	205	0				
CMD-like	tr|A0AAC8Z073|A0AAC8Z073_SPHMC	124	0				
CMD-like	tr|A0AAC9AZG5|A0AAC9AZG5_SPHMC	175	0				
CMD-like	tr|A0AAC9AZH8|A0AAC9AZH8_SPHMC	184	0				
CMD-like	tr|A0AAD0NNT1|A0AAD0NNT1_9ACTN	150	0				
CMD-like	tr|A0AAD0RQF3|A0AAD0RQF3_9NEIS	134	0				
CMD-like	tr|A0AAD0RTW0|A0AAD0RTW0_9NEIS	177	0				
CMD-like	tr|A0AAD0RUU7|A0AAD0RUU7_9NEIS	142	0				
CMD-like	tr|A0AAD1FGP7|A0AAD1FGP7_METFU	146	0				
CMD-like	tr|A0AAD1HZF4|A0AAD1HZF4_9MYCO	191	0				
CMD-like	tr|A0AAD1IIM3|A0AAD1IIM3_9MYCO	192	0				
CMD-like	tr|A0AAD1MAN0|A0AAD1MAN0_9MYCO	132	0				
CMD-like	tr|A0AAD2AHT8|A0AAD2AHT8_9RALS	123	0				
CMD-like	tr|A0AAD2APU1|A0AAD2APU1_9RALS	187	0				
CMD-like	tr|A0AAD2EL46|A0AAD2EL46_9RALS	134	0				
CMD-like	tr|A0AAD3NEM4|A0AAD3NEM4_LATJO	151	0				
CMD-like	tr|A0AAD4PUX1|A0AAD4PUX1_9EURO	146	0				
CMD-like	tr|A0AAD4Y8U3|A0AAD4Y8U3_OVIAM	194	0				
CMD-like	tr|A0AAD5VNG4|A0AAD5VNG4_9AGAR	140	0				
CMD-like	tr|A0AAD6H116|A0AAD6H116_9EURO	149	0				
CMD-like	tr|A0AAD6HQ36|A0AAD6HQ36_9EURO	155	0				
CMD-like	tr|A0AAD6MVW3|A0AAD6MVW3_9EURO	124	0				
CMD-like	tr|A0AAD6NB66|A0AAD6NB66_PENCN	138	0				
CMD-like	tr|A0AAD7ECQ3|A0AAD7ECQ3_9AGAR	190	0				
CMD-like	tr|A0AAD8VAS6|A0AAD8VAS6_9PEZI	151	0				
CMD-like	tr|A0AAD9SYG3|A0AAD9SYG3_9HELO	205	0				
CMD-like	tr|A0AAE0DQ97|A0AAE0DQ97_9LECA	206	0				
CMD-like	tr|A0AAE0HU25|A0AAE0HU25_9PEZI	161	0				
CMD-like	tr|A0AAE0WKJ6|A0AAE0WKJ6_9PEZI	186	0				
CMD-like	tr|A0AAE2VZ66|A0AAE2VZ66_9RHOB	185	0				
CMD-like	tr|A0AAE3G901|A0AAE3G901_9GAMM	173	0				
CMD-like	tr|A0AAE3HIC7|A0AAE3HIC7_9GAMM	122	0				
CMD-like	tr|A0AAE3HUS3|A0AAE3HUS3_9GAMM	183	0				
CMD-like	tr|A0AAE3K8Q2|A0AAE3K8Q2_9EURY	181	0				
CMD-like	tr|A0AAE3KIB8|A0AAE3KIB8_9GAMM	127	0				
CMD-like	tr|A0AAE3L164|A0AAE3L164_9GAMM	207	0				
CMD-like	tr|A0AAE3P4Q9|A0AAE3P4Q9_9BACT	147	0				
CMD-like	tr|A0AAE3T0X4|A0AAE3T0X4_9BURK	159	0				
CMD-like	tr|A0AAE3U506|A0AAE3U506_9HYPH	124	0				
CMD-like	tr|A0AAE3VJ39|A0AAE3VJ39_9BACT	136	0				
CMD-like	tr|A0AAE3W994|A0AAE3W994_9RHOB	147	0				
CMD-like	tr|A0AAE3ZDR2|A0AAE3ZDR2_9ACTN	131	0				
CMD-like	tr|A0AAE3ZIP9|A0AAE3ZIP9_9ACTN	130	0				
CMD-like	tr|A0AAE4SB96|A0AAE4SB96_9EURY	136	0				
CMD-like	tr|A0AAE4Y960|A0AAE4Y960_9RHOB	135	0				
CMD-like	tr|A0AAE5WX93|A0AAE5WX93_9BRAD	176	0				
CMD-like	tr|A0AAE6ZD28|A0AAE6ZD28_9BACT	153	0				
CMD-like	tr|A0AAE9I7L7|A0AAE9I7L7_9BURK	184	0				
CMD-like	tr|A0AAE9YTX0|A0AAE9YTX0_9GAMM	157	0				
CMD-like	tr|A0AAF0BW22|A0AAF0BW22_9ACTN	189	0				
CMD-like	tr|A0AAF1K0I1|A0AAF1K0I1_9PROT	131	0				
CMD-like	tr|A0AAF1KHP5|A0AAF1KHP5_9PROT	179	0				
CMD-like	tr|A0AAF1KWT6|A0AAF1KWT6_9HYPH	185	0				
CMD-like	tr|A0AAI8MK05|A0AAI8MK05_9BRAD	133	0				
CMD-like	tr|A0AAI9TBP1|A0AAI9TBP1_PENTH	187	0				
CMD-like	tr|A0AAI9U2W3|A0AAI9U2W3_9PEZI	195	0				
CMD-like	tr|A0AAI9XPV3|A0AAI9XPV3_9PEZI	138	0				
CMD-like	tr|A0AAJ0BNM0|A0AAJ0BNM0_9PEZI	148	0				
CMD-like	tr|A0AAJ0LUX7|A0AAJ0LUX7_9PEZI	198	0				
CMD-like	tr|A0AAJ0XHA1|A0AAJ0XHA1_HALSE	186	0				
CMD-like	tr|A0AAJ1T2L3|A0AAJ1T2L3_9BACI	131	0				
CMD-like	tr|A0AAJ1WC48|A0AAJ1WC48_9MICC	137	0				
CMD-like	tr|A0AAJ2N2S1|A0AAJ2N2S1_9BACL	130	0				
CMD-like	tr|A0AAJ2W103|A0AAJ2W103_9FLAO	143	0				
CMD-like	tr|A0AAJ3DK05|A0AAJ3DK05_9ACTN	135	0				
CMD-like	tr|A0AAJ3HT04|A0AAJ3HT04_PROHU	143	0				
CMD-like	tr|A0AAJ3TWS7|A0AAJ3TWS7_9MYCO	131	0				
CMD-like	tr|A0AAJ5F3B4|A0AAJ5F3B4_9DEIO	129	0				
CMD-like	tr|A0AAJ6I0S9|A0AAJ6I0S9_9ACTN	179	0				
CMD-like	tr|A0AAJ6IAC9|A0AAJ6IAC9_ACIJO	149	0				
CMD-like	tr|A0AAJ6L3U9|A0AAJ6L3U9_9ACTN	198	0				
CMD-like	tr|A0AAJ6NPK2|A0AAJ6NPK2_9CYAN	152	0				
CMD-like	tr|A0AAN1XWK3|A0AAN1XWK3_UNVUL	129	0				
CMD-like	tr|A0AAN6IEC0|A0AAN6IEC0_9EURO	145	0				
CMD-like	tr|A0AAN6QQD0|A0AAN6QQD0_9PEZI	178	0				
CMD-like	tr|A0AAN6T841|A0AAN6T841_9PEZI	189	0				
CMD-like	tr|A0AAN7HGH5|A0AAN7HGH5_9PEZI	149	0				
CMD-like	tr|A0AAN7TDL4|A0AAN7TDL4_9PEZI	161	0				
CMD-like	tr|A0AAN8RJ98|A0AAN8RJ98_9PEZI	204	0				
CMD-like	tr|A0AAN9UKK7|A0AAN9UKK7_9PEZI	128	0				
CMD-like	tr|A0AAN9USR0|A0AAN9USR0_9PEZI	204	0				
CMD-like	tr|A0AAP2CKW3|A0AAP2CKW3_9RHOB	137	0				
CMD-like	tr|A0AAP2D6K4|A0AAP2D6K4_9BACT	144	0				
CMD-like	tr|A0AAP2DFT7|A0AAP2DFT7_9BACT	152	0				
CMD-like	tr|A0AAP2DHA0|A0AAP2DHA0_9BACT	155	0				
CMD-like	tr|A0AAP2DVH7|A0AAP2DVH7_9BACT	146	0				
CMD-like	tr|A0AAP2GG11|A0AAP2GG11_9BACT	146	0				
CMD-like	tr|A0AAP2W6A1|A0AAP2W6A1_9EURY	129	0				
CMD-like	tr|A0AAP3XQG8|A0AAP3XQG8_9PROT	157	0				
CMD-like	tr|A0AAP3XQX2|A0AAP3XQX2_9PROT	125	0				
CMD-like	tr|A0AAP5BJT7|A0AAP5BJT7_9BURK	172	0				
CMD-like	tr|A0AAP5EW74|A0AAP5EW74_9BURK	145	0				
CMD-like	tr|A0AAP6EIX5|A0AAP6EIX5_9ACTN	163	0				
CMD-like	tr|A0AAQ0BSS4|A0AAQ0BSS4_BURGL	130	0				
CMD-like	tr|A0AAQ1HN54|A0AAQ1HN54_9PSED	182	0				
CMD-like	tr|A0AAQ3L9V4|A0AAQ3L9V4_9BACT	180	0				
CMD-like	tr|A0AAT9HK51|A0AAT9HK51_9ACTN	157	0				
CMD-like	tr|A0AAU6WVH3|A0AAU6WVH3_9FLAO	147	0				
CMD-like	tr|A0AAU7CSS9|A0AAU7CSS9_9BACT	124	0				
CMD-like	tr|A0AAU7DC14|A0AAU7DC14_9BACT	154	0				
CMD-like	tr|A0AAU7XDM2|A0AAU7XDM2_9HYPH	183	0				
CMD-like	tr|A0AAU7ZMW5|A0AAU7ZMW5_9BACT	180	0				
CMD-like	tr|A0AAU8IK12|A0AAU8IK12_9ACTN	139	0				
CMD-like	tr|A0AAU8J1F8|A0AAU8J1F8_9ACTN	152	0				
CMD-like	tr|A0AAU8JPR2|A0AAU8JPR2_9ACTN	120	0				
CMD-like	tr|A0AAU8JYA1|A0AAU8JYA1_9ACTN	129	0				
CMD-like	tr|A0AAU8JYE2|A0AAU8JYE2_9ACTN	158	0				
CMD-like	tr|A0AAU8P6L7|A0AAU8P6L7_EDWPI	194	0				
CMD-like	tr|A0AAU9CFR6|A0AAU9CFR6_9GAMM	120	0				
CMD-like	tr|A0AAU9CIQ7|A0AAU9CIQ7_9BACT	195	0				
CMD-like	tr|A0AAU9CL57|A0AAU9CL57_9BACT	144	0				
CMD-like	tr|A0AAU9E5G5|A0AAU9E5G5_9FIRM	120	0				
CMD-like	tr|A0AAU9ETD9|A0AAU9ETD9_9FIRM	121	0				
CMD-like	tr|A0AAV2MJG1|A0AAV2MJG1_KNICA	193	0				
CMD-like	tr|A0AAV3SY87|A0AAV3SY87_9EURY	184	0				
CMD-like	tr|A0AAV3U733|A0AAV3U733_9ALTE	184	0				
CMD-like	tr|A0AAV3U926|A0AAV3U926_9ALTE	163	0				
CMD-like	tr|A0AAV3U9L2|A0AAV3U9L2_9ALTE	128	0				
CMD-like	tr|A0AAV3U9R2|A0AAV3U9R2_9ALTE	138	0				
CMD-like	tr|A0AAV4ZNS2|A0AAV4ZNS2_9HYPH	142	0				
CMD-like	tr|A0AAV4ZVL9|A0AAV4ZVL9_9HYPH	183	0				
CMD-like	tr|A0AAV5ANN2|A0AAV5ANN2_9AGAM	138	0				
CMD-like	tr|A0AAV5G5E4|A0AAV5G5E4_9BASI	129	0				
CMD-like	tr|A0AAV7DCW7|A0AAV7DCW7_ENGPU	175	0				
CMD-like	tr|A0AAV9I3L6|A0AAV9I3L6_9RHOD	184	0				
CMD-like	tr|A0AAV9J9V6|A0AAV9J9V6_9PEZI	185	0				
CMD-like	tr|A0AAV9N1R1|A0AAV9N1R1_9EURO	164	0				
CMD-like	tr|A0AAV9PE22|A0AAV9PE22_9PEZI	184	0				
CMD-like	tr|A0AAV9Q2W7|A0AAV9Q2W7_9PEZI	200	0				
CMD-like	tr|A0AAV9QFF1|A0AAV9QFF1_9PEZI	166	0				
CMD-like	tr|A0AAV9TG80|A0AAV9TG80_9PEZI	153	0				
CMD-like	tr|A0AAV9V2I3|A0AAV9V2I3_9PEZI	195	0				
CMD-like	tr|A0AAV9WXM3|A0AAV9WXM3_9PEZI	206	0				
CMD-like	tr|A0AAV9X3J0|A0AAV9X3J0_9PEZI	172	0				
CMD-like	tr|A0AAW0DZX1|A0AAW0DZX1_9AGAR	189	0				
CMD-like	tr|A0AAW3ZRX1|A0AAW3ZRX1_9GAMM	197	0				
CMD-like	tr|A0AAW4FDH8|A0AAW4FDH8_9HYPH	154	0				
CMD-like	tr|A0AAW4FMZ6|A0AAW4FMZ6_9HYPH	159	0				
CMD-like	tr|A0AAW4XR35|A0AAW4XR35_9BURK	129	0				
CMD-like	tr|A0AAW5R1X1|A0AAW5R1X1_9HYPH	129	0				
CMD-like	tr|A0AAW5SM22|A0AAW5SM22_MYCNV	192	0				
CMD-like	tr|A0AAW6RRQ7|A0AAW6RRQ7_9BURK	120	0				
CMD-like	tr|A0AAW6T504|A0AAW6T504_9MICO	153	0				
CMD-like	tr|A0AAW6TDZ6|A0AAW6TDZ6_9MICO	131	0				
CMD-like	tr|A0AAW6U1J3|A0AAW6U1J3_9BACT	191	0				
CMD-like	tr|A0AAW8B817|A0AAW8B817_9GAMM	189	0				
CMD-like	tr|A0AAW9HQW5|A0AAW9HQW5_9ACTO	155	0				
CMD-like	tr|A0AAW9Q7X0|A0AAW9Q7X0_9BURK	191	0				
CMD-like	tr|A0AAW9REE2|A0AAW9REE2_9HYPH	196	0				
CMD-like	tr|A0AAW9RF34|A0AAW9RF34_9HYPH	133	0				
CMD-like	tr|A0AAW9RGI7|A0AAW9RGI7_9GAMM	183	0				
CMD-like	tr|A0AAW9RI37|A0AAW9RI37_9GAMM	186	0				
CMD-like	tr|A0AAW9RQ08|A0AAW9RQ08_9HYPH	205	0				
CMD-like	tr|A0AAW9RU56|A0AAW9RU56_9HYPH	198	0				
CMD-like	tr|A0AAW9RVZ3|A0AAW9RVZ3_9HYPH	143	0				
CMD-like	tr|A0AAW9RZ97|A0AAW9RZ97_9HYPH	130	0				
CMD-like	tr|A0AAW9S4H6|A0AAW9S4H6_9RHOB	146	0				
CMD-like	tr|A0AAW9S5Q7|A0AAW9S5Q7_9BACT	183	0				
CMD-like	tr|A0AAX0YX73|A0AAX0YX73_9GAMM	178	0				
CMD-like	tr|A0AAX3LAE5|A0AAX3LAE5_9ENTR	161	0				
CMD-like	tr|A0AAX3TCN7|A0AAX3TCN7_9ACTN	169	0				
CMD-like	tr|A0AAX3Y5N3|A0AAX3Y5N3_RHOOP	135	0				
CMD-like	tr|A0AAX4FSQ1|A0AAX4FSQ1_9EURY	138	0				
CMD-like	tr|A0AAX4HP09|A0AAX4HP09_9BACT	158	0				
CMD-like	tr|A0AAX4HUK5|A0AAX4HUK5_9BACT	156	0				
CMD-like	tr|A0AAX4IAU5|A0AAX4IAU5_9PEZI	197	0				
CMD-like	tr|A0AB35FZ74|A0AB35FZ74_LEUGE	121	0				
CMD-like	tr|A0AB35U1A2|A0AB35U1A2_9FIRM	152	0				
CMD-like	tr|A0AB39L2H1|A0AB39L2H1_9MICC	159	0				
CMD-like	tr|A0AB39L3R3|A0AB39L3R3_9MICC	182	0				
CMD-like	tr|A0ABD0WR14|A0ABD0WR14_UMBPY	185	0				
CMD-like	tr|A0ABD4TKU8|A0ABD4TKU8_9EURY	134	0				
CMD-like	tr|A0ABD5M7A0|A0ABD5M7A0_9EURY	140	0				
CMD-like	tr|A0ABD5PIW9|A0ABD5PIW9_9EURY	190	0				
CMD-like	tr|A0ABD5SR21|A0ABD5SR21_9EURY	189	0				
CMD-like	tr|A0ABD5SX79|A0ABD5SX79_9EURY	185	0				
CMD-like	tr|A0ABD5SY74|A0ABD5SY74_9EURY	128	0				
CMD-like	tr|A0ABD5UIC1|A0ABD5UIC1_9EURY	165	0				
CMD-like	tr|A0ABD5VE46|A0ABD5VE46_9EURY	121	0				
CMD-like	tr|A0ABD5VEQ3|A0ABD5VEQ3_9EURY	139	0				
CMD-like	tr|A0ABD5WPW8|A0ABD5WPW8_9EURY	180	0				
CMD-like	tr|A0ABD5XT14|A0ABD5XT14_9EURY	132	0				
CMD-like	tr|A0ABD5XXE2|A0ABD5XXE2_9EURY	201	1	48-102	1.54e-11	144-198	1.57e-08
CMD-like	tr|A0ABD5YSE0|A0ABD5YSE0_9EURY	197	0				
CMD-like	tr|A0ABD6A299|A0ABD6A299_9EURY	184	0				
CMD-like	tr|A0ABD6A640|A0ABD6A640_9EURY	195	0				
CMD-like	tr|A0ABD6AEE3|A0ABD6AEE3_9EURY	193	0				
CMD-like	tr|A0ABD6AEY1|A0ABD6AEY1_9EURY	193	0				
CMD-like	tr|A0ABD6BK45|A0ABD6BK45_9EURY	191	0				
CMD-like	tr|A0ABD6CAL3|A0ABD6CAL3_9EURY	148	0				
CMD-like	tr|A0ABD6DA22|A0ABD6DA22_9EURY	181	0				
CMD-like	tr|A0ABD6H229|A0ABD6H229_AGRVI	182	0				
CMD-like	tr|A0ABD7IS40|A0ABD7IS40_LACPE	126	0				
CMD-like	tr|A0ABM5QNY1|A0ABM5QNY1_9CORY	158	0				
CMD-like	tr|A0ABM6H319|A0ABM6H319_9ACTN	153	0				
CMD-like	tr|A0ABM6R0R6|A0ABM6R0R6_PSEO1	189	0				
CMD-like	tr|A0ABM6XXJ5|A0ABM6XXJ5_9PROT	182	0				
CMD-like	tr|A0ABM7IPA3|A0ABM7IPA3_9MYCO	205	0				
CMD-like	tr|A0ABM7XYJ7|A0ABM7XYJ7_9PROT	193	0				
CMD-like	tr|A0ABM8BFB9|A0ABM8BFB9_9LACO	124	0				
CMD-like	tr|A0ABM8D7Q9|A0ABM8D7Q9_9NOCA	186	0				
CMD-like	tr|A0ABM8FT20|A0ABM8FT20_9MICO	137	0				
CMD-like	tr|A0ABM8H819|A0ABM8H819_9MICO	182	0				
CMD-like	tr|A0ABM8KY56|A0ABM8KY56_9BURK	164	0				
CMD-like	tr|A0ABM8LC20|A0ABM8LC20_9BURK	176	0				
CMD-like	tr|A0ABM8NV32|A0ABM8NV32_9BURK	152	0				
CMD-like	tr|A0ABM8T210|A0ABM8T210_9BURK	125	0				
CMD-like	tr|A0ABM8TQW2|A0ABM8TQW2_9BURK	159	0				
CMD-like	tr|A0ABM8TRN6|A0ABM8TRN6_9BURK	138	0				
CMD-like	tr|A0ABM8WB05|A0ABM8WB05_9BURK	144	0				
CMD-like	tr|A0ABM8WIF7|A0ABM8WIF7_9BURK	181	0				
CMD-like	tr|A0ABM8X1R9|A0ABM8X1R9_9BURK	150	0				
CMD-like	tr|A0ABM8XSK4|A0ABM8XSK4_9BURK	126	0				
CMD-like	tr|A0ABM8Y1Y0|A0ABM8Y1Y0_9BURK	180	0				
CMD-like	tr|A0ABM8ZB29|A0ABM8ZB29_9LACO	148	0				
CMD-like	tr|A0ABM9GZB0|A0ABM9GZB0_STRGL	158	0				
CMD-like	tr|A0ABM9ILC6|A0ABM9ILC6_RALPI	196	0				
CMD-like	tr|A0ABM9IME6|A0ABM9IME6_RALPI	189	0				
CMD-like	tr|A0ABM9JEZ8|A0ABM9JEZ8_9RALS	164	0				
CMD-like	tr|A0ABM9L8N8|A0ABM9L8N8_9MYCO	154	0				
CMD-like	tr|A0ABM9M852|A0ABM9M852_9MYCO	154	0				
